timestamp,ItemId,childid,conveyorid
2025-12-24T22:00:05,1968,112019,5
2025-12-24T22:00:05,41871,105810,3
2025-12-24T22:00:05,2603,106426,2
2025-12-24T22:00:05,6555,108017,1
2025-12-24T22:00:05,47658,109434,2
2025-12-24T22:00:05,54036,114501,4
2025-12-24T22:00:05,18976,106010,5
2025-12-24T22:00:05,61875,106371,5
2025-12-24T22:00:05,4180,112201,2
2025-12-24T22:00:05,3394,101978,5
2025-12-24T22:00:05,20389,111282,2
2025-12-24T22:00:05,52954,114300,3
2025-12-24T22:00:05,19818,102774,1
2025-12-24T22:00:05,46762,109074,2
2025-12-24T22:00:06,60035,103010,5
2025-12-24T22:00:06,22301,114842,1
2025-12-24T22:00:06,23472,101293,3
2025-12-24T22:00:06,43325,105535,2
2025-12-24T22:00:06,36094,117062,1
2025-12-24T22:00:06,66553,115946,5
2025-12-24T22:00:06,34456,118169,1
2025-12-24T22:00:06,32035,115584,3
2025-12-24T22:00:06,34067,114770,2
2025-12-24T22:00:06,4203,107232,4
2025-12-24T22:00:06,42124,106751,4
2025-12-24T22:00:07,48043,115163,1
2025-12-24T22:00:07,37382,112999,1
2025-12-24T22:00:07,47979,112764,3
2025-12-24T22:00:07,26466,102578,2
2025-12-24T22:00:07,44844,109198,4
2025-12-24T22:00:07,60528,115532,5
2025-12-24T22:00:07,68445,117059,3
2025-12-24T22:00:07,3507,114224,4
2025-12-24T22:00:07,52284,115834,4
2025-12-24T22:00:07,33347,106492,3
2025-12-24T22:00:07,34023,111878,5
2025-12-24T22:00:07,63570,101496,1
2025-12-24T22:00:07,1968,106363,4
2025-12-24T22:00:07,44258,111691,2
2025-12-24T22:00:07,53750,110559,5
2025-12-24T22:00:07,16622,107324,5
2025-12-24T22:00:07,58156,110296,2
2025-12-24T22:00:07,25446,106469,2
2025-12-24T22:00:08,37211,107624,2
2025-12-24T22:00:08,35069,116848,3
2025-12-24T22:00:08,59779,103103,1
2025-12-24T22:00:08,29483,106119,3
2025-12-24T22:00:08,45482,116191,3
2025-12-24T22:00:08,4173,117301,4
2025-12-24T22:00:08,51317,109617,2
2025-12-24T22:00:08,47577,107995,4
2025-12-24T22:00:08,56226,111225,5
2025-12-24T22:00:08,23237,112256,1
2025-12-24T22:00:09,9026,112020,3
2025-12-24T22:00:09,40390,103147,4
2025-12-24T22:00:09,10848,108909,4
2025-12-24T22:00:09,9506,106542,1
2025-12-24T22:00:09,61528,107377,3
2025-12-24T22:00:09,68487,104226,5
2025-12-24T22:00:09,36109,108124,2
2025-12-24T22:00:09,19815,113726,2
2025-12-24T22:00:09,9082,104559,3
2025-12-24T22:00:09,11410,108345,2
2025-12-24T22:00:09,16895,114883,3
2025-12-24T22:00:09,44333,106945,3
2025-12-24T22:00:09,29876,112724,4
2025-12-24T22:00:09,63695,112921,2
2025-12-24T22:00:10,12898,109812,5
2025-12-24T22:00:10,19090,111134,5
2025-12-24T22:00:10,28266,103384,3
2025-12-24T22:00:10,25216,113095,3
2025-12-24T22:00:10,49180,110307,5
2025-12-24T22:00:10,43499,107943,4
2025-12-24T22:00:10,56249,114593,4
2025-12-24T22:00:10,51765,115902,1
2025-12-24T22:00:10,65878,110210,3
2025-12-24T22:00:10,37722,116499,5
2025-12-24T22:00:10,43296,100920,3
2025-12-24T22:00:10,67976,104474,5
2025-12-24T22:00:10,27504,101061,4
2025-12-24T22:00:10,35172,113599,1
2025-12-24T22:00:10,54337,112286,2
2025-12-24T22:00:10,61905,112630,2
2025-12-24T22:00:11,46244,109340,2
2025-12-24T22:00:11,60894,115677,1
2025-12-24T22:00:11,43373,112895,3
2025-12-24T22:00:11,6681,103836,5
2025-12-24T22:00:11,69307,114849,2
2025-12-24T22:00:11,41102,102530,5
2025-12-24T22:00:11,34683,104826,1
2025-12-24T22:00:11,18554,116361,2
2025-12-24T22:00:11,42181,104991,5
2025-12-24T22:00:11,54649,101607,3
2025-12-24T22:00:11,3051,117991,1
2025-12-24T22:00:11,26090,111605,3
2025-12-24T22:00:11,13653,102984,4
2025-12-24T22:00:11,53249,113606,4
2025-12-24T22:00:11,58909,117702,1
2025-12-24T22:00:11,66731,100438,3
2025-12-24T22:00:11,54830,117871,1
2025-12-24T22:00:11,22672,113495,1
2025-12-24T22:00:11,40612,108316,4
2025-12-24T22:00:11,20228,110962,5
2025-12-24T22:00:11,24654,108211,2
2025-12-24T22:00:12,33075,116102,1
2025-12-24T22:00:12,24545,101758,1
2025-12-24T22:00:12,49800,113110,5
2025-12-24T22:00:12,4779,111004,2
2025-12-24T22:00:12,21950,102791,2
2025-12-24T22:00:12,69251,116264,1
2025-12-24T22:00:12,35718,102591,1
2025-12-24T22:00:12,21678,113712,3
2025-12-24T22:00:12,22198,106312,2
2025-12-24T22:00:12,66414,105034,2
2025-12-24T22:00:12,28348,114598,3
2025-12-24T22:00:12,26647,109423,1
2025-12-24T22:00:12,204,115114,3
2025-12-24T22:00:12,65160,107982,5
2025-12-24T22:00:12,7857,113674,3
2025-12-24T22:00:12,32219,114699,1
2025-12-24T22:00:12,31464,116439,2
2025-12-24T22:00:13,15767,114104,5
2025-12-24T22:00:13,28491,105351,1
2025-12-24T22:00:13,34237,109561,5
2025-12-24T22:00:13,9833,111501,2
2025-12-24T22:00:13,21570,115177,3
2025-12-24T22:00:13,66573,105027,4
2025-12-24T22:00:13,67804,107522,2
2025-12-24T22:00:13,8118,109369,4
2025-12-24T22:00:13,36719,117421,5
2025-12-24T22:00:13,34781,115155,2
2025-12-24T22:00:13,37709,107763,1
2025-12-24T22:00:13,6401,111930,2
2025-12-24T22:00:13,42476,111041,2
2025-12-24T22:00:13,13561,114513,3
2025-12-24T22:00:13,27429,115152,2
2025-12-24T22:00:13,35571,104852,4
2025-12-24T22:00:13,49382,103465,3
2025-12-24T22:00:13,12866,107077,1
2025-12-24T22:00:13,68123,110264,2
2025-12-24T22:00:14,39248,109640,4
2025-12-24T22:00:14,69042,104081,2
2025-12-24T22:00:14,46367,110593,5
2025-12-24T22:00:14,34095,116420,5
2025-12-24T22:00:14,26087,108088,4
2025-12-24T22:00:14,3969,117773,5
2025-12-24T22:00:14,37443,107516,3
2025-12-24T22:00:14,21729,115145,1
2025-12-24T22:00:14,27367,103001,4
2025-12-24T22:00:14,53840,116926,5
2025-12-24T22:00:14,25540,109736,2
2025-12-24T22:00:14,39859,108407,4
2025-12-24T22:00:14,24896,105344,3
2025-12-24T22:00:14,56840,111782,4
2025-12-24T22:00:14,62402,109680,4
2025-12-24T22:00:14,1143,107678,4
2025-12-24T22:00:14,24640,115388,4
2025-12-24T22:00:14,65759,104810,2
2025-12-24T22:00:14,67952,102396,2
2025-12-24T22:00:14,47832,104620,3
2025-12-24T22:00:14,8379,102145,3
2025-12-24T22:00:15,35835,107297,4
2025-12-24T22:00:15,6397,103081,2
2025-12-24T22:00:15,45639,107548,2
2025-12-24T22:00:15,22753,111934,3
2025-12-24T22:00:15,40346,104690,1
2025-12-24T22:00:15,68441,109074,3
2025-12-24T22:00:15,28874,102251,3
2025-12-24T22:00:15,4758,114644,5
2025-12-24T22:00:15,42206,104826,2
2025-12-24T22:00:15,45044,104910,4
2025-12-24T22:00:15,27474,109640,5
2025-12-24T22:00:15,41924,113001,4
2025-12-24T22:00:15,37520,109941,3
2025-12-24T22:00:15,24057,112596,1
2025-12-24T22:00:15,39828,117008,1
2025-12-24T22:00:15,54336,110749,1
2025-12-24T22:00:15,37544,111168,1
2025-12-24T22:00:15,34008,101094,5
2025-12-24T22:00:15,53408,104075,5
2025-12-24T22:00:15,6057,106723,4
2025-12-24T22:00:15,11471,105620,1
2025-12-24T22:00:16,47396,112910,3
2025-12-24T22:00:16,7112,112712,2
2025-12-24T22:00:16,61392,104484,4
2025-12-24T22:00:16,59431,107802,3
2025-12-24T22:00:16,54974,116516,4
2025-12-24T22:00:16,39714,110028,2
2025-12-24T22:00:16,58372,104693,3
2025-12-24T22:00:16,39677,114523,1
2025-12-24T22:00:16,66657,113441,3
2025-12-24T22:00:16,11522,113268,4
2025-12-24T22:00:16,56901,110164,2
2025-12-24T22:00:16,31768,114954,4
2025-12-24T22:00:16,49458,113794,4
2025-12-24T22:00:16,14904,102404,5
2025-12-24T22:00:16,23573,100880,2
2025-12-24T22:00:16,1896,116713,5
2025-12-24T22:00:16,3390,116427,4
2025-12-24T22:00:16,20004,115809,2
2025-12-24T22:00:16,51269,114705,1
2025-12-24T22:00:16,26756,102399,4
2025-12-24T22:00:17,27167,106350,4
2025-12-24T22:00:17,26466,115630,2
2025-12-24T22:00:17,56366,109961,2
2025-12-24T22:00:17,34044,106295,5
2025-12-24T22:00:17,31397,111073,2
2025-12-24T22:00:17,43256,109934,3
2025-12-24T22:00:17,19263,110686,2
2025-12-24T22:00:17,45477,105562,5
2025-12-24T22:00:17,20969,106549,3
2025-12-24T22:00:17,46506,117655,2
2025-12-24T22:00:17,62553,103596,3
2025-12-24T22:00:17,12713,106138,2
2025-12-24T22:00:17,40448,109981,1
2025-12-24T22:00:17,24979,108058,2
2025-12-24T22:00:18,22052,103085,5
2025-12-24T22:00:18,36266,107109,3
2025-12-24T22:00:18,20222,110657,4
2025-12-24T22:00:18,9206,108231,4
2025-12-24T22:00:18,15801,113348,1
2025-12-24T22:00:18,35427,116420,1
2025-12-24T22:00:18,11500,114839,4
2025-12-24T22:00:18,17276,113598,2
2025-12-24T22:00:18,12060,115500,5
2025-12-24T22:00:18,30892,107362,2
2025-12-24T22:00:18,32437,106977,2
2025-12-24T22:00:18,49745,104505,4
2025-12-24T22:00:19,7880,116586,1
2025-12-24T22:00:19,36960,115330,4
2025-12-24T22:00:19,35509,108470,2
2025-12-24T22:00:19,21810,110146,2
2025-12-24T22:00:19,69251,103895,5
2025-12-24T22:00:19,64728,101519,2
2025-12-24T22:00:19,46085,104204,5
2025-12-24T22:00:19,59262,105237,3
2025-12-24T22:00:19,27191,110541,3
2025-12-24T22:00:19,64612,102220,4
2025-12-24T22:00:19,64261,115264,3
2025-12-24T22:00:19,19252,104598,3
2025-12-24T22:00:19,46506,117900,2
2025-12-24T22:00:19,5675,110743,2
2025-12-24T22:00:19,29029,115140,3
2025-12-24T22:00:19,47375,110319,3
2025-12-24T22:00:20,61683,110153,2
2025-12-24T22:00:20,25486,114066,4
2025-12-24T22:00:20,9131,106529,3
2025-12-24T22:00:20,12422,112891,4
2025-12-24T22:00:20,45609,112115,4
2025-12-24T22:00:20,29019,102979,4
2025-12-24T22:00:20,18929,111664,4
2025-12-24T22:00:20,7709,105252,1
2025-12-24T22:00:20,44174,113418,5
2025-12-24T22:00:20,10127,116764,3
2025-12-24T22:00:20,38022,107637,4
2025-12-24T22:00:20,52148,105588,4
2025-12-24T22:00:20,40489,100596,5
2025-12-24T22:00:20,7279,115891,1
2025-12-24T22:00:20,32817,111309,2
2025-12-24T22:00:20,63297,116098,5
2025-12-24T22:00:20,7062,103156,3
2025-12-24T22:00:20,53374,107073,4
2025-12-24T22:00:20,7874,102076,3
2025-12-24T22:00:20,23201,109634,4
2025-12-24T22:00:20,46407,113006,1
2025-12-24T22:00:21,10930,117925,2
2025-12-24T22:00:21,40359,106459,1
2025-12-24T22:00:21,3297,102111,1
2025-12-24T22:00:21,22753,113589,1
2025-12-24T22:00:21,5676,114316,1
2025-12-24T22:00:21,12866,107317,5
2025-12-24T22:00:21,20377,115020,2
2025-12-24T22:00:21,66673,117891,5
2025-12-24T22:00:21,68488,102459,3
2025-12-24T22:00:21,62665,104063,5
2025-12-24T22:00:21,656,101147,2
2025-12-24T22:00:21,3009,110592,4
2025-12-24T22:00:22,17156,104812,3
2025-12-24T22:00:22,44564,115863,1
2025-12-24T22:00:22,67910,103520,4
2025-12-24T22:00:22,50985,102655,4
2025-12-24T22:00:22,10184,110384,5
2025-12-24T22:00:22,58928,109787,5
2025-12-24T22:00:22,5490,115851,3
2025-12-24T22:00:22,47144,111525,1
2025-12-24T22:00:22,12002,117239,1
2025-12-24T22:00:22,27247,104216,1
2025-12-24T22:00:22,32274,101817,1
2025-12-24T22:00:22,22239,102933,4
2025-12-24T22:00:22,18472,118131,5
2025-12-24T22:00:22,40467,117700,1
2025-12-24T22:00:22,57819,107191,3
2025-12-24T22:00:22,40315,105414,5
2025-12-24T22:00:23,15153,104482,3
2025-12-24T22:00:23,48271,102708,2
2025-12-24T22:00:23,6435,109235,1
2025-12-24T22:00:23,10688,104384,1
2025-12-24T22:00:23,62969,108331,1
2025-12-24T22:00:23,51823,112325,2
2025-12-24T22:00:23,57819,108101,3
2025-12-24T22:00:23,42270,109370,5
2025-12-24T22:00:23,5798,115423,5
2025-12-24T22:00:23,43979,112575,1
2025-12-24T22:00:23,60901,104342,2
2025-12-24T22:00:23,32746,110026,4
2025-12-24T22:00:24,2157,102673,2
2025-12-24T22:00:24,68257,100984,1
2025-12-24T22:00:24,33628,106919,3
2025-12-24T22:00:24,53102,114890,4
2025-12-24T22:00:24,67757,117391,2
2025-12-24T22:00:24,54901,100671,4
2025-12-24T22:00:24,51123,101945,5
2025-12-24T22:00:24,68719,101521,2
2025-12-24T22:00:24,11706,108075,3
2025-12-24T22:00:24,8095,109447,3
2025-12-24T22:00:24,50091,113789,5
2025-12-24T22:00:24,23473,104655,4
2025-12-24T22:00:24,49920,118323,5
2025-12-24T22:00:24,33441,106497,4
2025-12-24T22:00:24,53014,117006,3
2025-12-24T22:00:24,37022,113606,2
2025-12-24T22:00:24,23156,114099,1
2025-12-24T22:00:24,22567,113762,1
2025-12-24T22:00:24,2230,104948,3
2025-12-24T22:00:25,8531,110797,5
2025-12-24T22:00:25,60013,105125,1
2025-12-24T22:00:25,48141,111937,5
2025-12-24T22:00:25,64832,113404,5
2025-12-24T22:00:25,25429,108307,2
2025-12-24T22:00:25,65943,100364,3
2025-12-24T22:00:25,17532,103900,1
2025-12-24T22:00:25,60837,115864,4
2025-12-24T22:00:25,4855,112557,1
2025-12-24T22:00:25,1437,117937,3
2025-12-24T22:00:25,366,106342,3
2025-12-24T22:00:25,51515,114360,1
2025-12-24T22:00:25,36739,114553,4
2025-12-24T22:00:25,40214,102590,4
2025-12-24T22:00:25,14172,115940,2
2025-12-24T22:00:25,2838,108104,3
2025-12-24T22:00:26,48402,115703,5
2025-12-24T22:00:26,57471,108099,3
2025-12-24T22:00:26,53506,102935,5
2025-12-24T22:00:26,22424,113202,3
2025-12-24T22:00:26,11029,102940,2
2025-12-24T22:00:26,1965,101421,1
2025-12-24T22:00:26,15190,102223,5
2025-12-24T22:00:26,44585,112736,1
2025-12-24T22:00:26,61722,117478,2
2025-12-24T22:00:26,54337,114896,5
2025-12-24T22:00:26,33075,110515,3
2025-12-24T22:00:26,47614,118236,5
2025-12-24T22:00:26,2273,106858,2
2025-12-24T22:00:26,50352,107107,5
2025-12-24T22:00:26,48369,108289,1
2025-12-24T22:00:26,35549,115570,4
2025-12-24T22:00:26,57627,103274,3
2025-12-24T22:00:27,46219,104026,2
2025-12-24T22:00:27,17086,104107,4
2025-12-24T22:00:27,25921,116460,4
2025-12-24T22:00:27,26810,106092,5
2025-12-24T22:00:27,5123,109758,4
2025-12-24T22:00:27,19171,113011,3
2025-12-24T22:00:27,61821,102638,5
2025-12-24T22:00:27,6997,105706,3
2025-12-24T22:00:27,11751,101749,4
2025-12-24T22:00:27,27853,108175,4
2025-12-24T22:00:27,12908,103631,4
2025-12-24T22:00:27,40442,117651,3
2025-12-24T22:00:27,43325,107411,3
2025-12-24T22:00:27,46219,113690,2
2025-12-24T22:00:27,64351,107310,1
2025-12-24T22:00:28,40294,102849,3
2025-12-24T22:00:28,24713,101061,5
2025-12-24T22:00:28,61997,115865,4
2025-12-24T22:00:28,6081,116799,3
2025-12-24T22:00:28,16363,102216,2
2025-12-24T22:00:28,17137,101351,3
2025-12-24T22:00:28,39368,116210,5
2025-12-24T22:00:28,59883,112976,4
2025-12-24T22:00:28,62295,104862,5
2025-12-24T22:00:28,55551,110619,5
2025-12-24T22:00:28,38096,117481,3
2025-12-24T22:00:28,55335,111578,1
2025-12-24T22:00:29,61741,116053,4
2025-12-24T22:00:29,37914,110300,2
2025-12-24T22:00:29,11907,102544,3
2025-12-24T22:00:29,52221,103022,5
2025-12-24T22:00:29,28099,114125,3
2025-12-24T22:00:29,32134,112889,4
2025-12-24T22:00:29,2598,107832,1
2025-12-24T22:00:29,35765,111707,4
2025-12-24T22:00:29,26952,115298,2
2025-12-24T22:00:29,46173,102082,2
2025-12-24T22:00:29,69393,102313,4
2025-12-24T22:00:30,43410,115922,1
2025-12-24T22:00:30,6272,107513,1
2025-12-24T22:00:30,25022,115999,4
2025-12-24T22:00:30,33246,111767,5
2025-12-24T22:00:30,46365,111509,5
2025-12-24T22:00:30,38657,108649,5
2025-12-24T22:00:30,20412,103626,4
2025-12-24T22:00:30,36874,112242,2
2025-12-24T22:00:30,49411,103402,5
2025-12-24T22:00:30,53489,107389,1
2025-12-24T22:00:30,62671,107104,3
2025-12-24T22:00:30,14711,117036,5
2025-12-24T22:00:30,40290,104712,5
2025-12-24T22:00:30,18401,114425,5
2025-12-24T22:00:30,20969,116405,3
2025-12-24T22:00:30,29459,111341,5
2025-12-24T22:00:30,41924,110354,1
2025-12-24T22:00:30,28936,117535,2
2025-12-24T22:00:30,52685,100826,5
2025-12-24T22:00:30,50137,108288,4
2025-12-24T22:00:30,10998,105053,3
2025-12-24T22:00:31,31189,114715,2
2025-12-24T22:00:31,45902,114642,3
2025-12-24T22:00:31,10814,105224,4
2025-12-24T22:00:31,1249,109236,1
2025-12-24T22:00:31,47964,105449,4
2025-12-24T22:00:31,10998,107682,4
2025-12-24T22:00:31,48691,115516,1
2025-12-24T22:00:31,25510,108012,4
2025-12-24T22:00:31,48885,109430,1
2025-12-24T22:00:31,53448,105846,4
2025-12-24T22:00:31,45609,116653,4
2025-12-24T22:00:31,20215,114390,1
2025-12-24T22:00:31,49800,117634,1
2025-12-24T22:00:31,4892,105316,5
2025-12-24T22:00:32,37511,114746,4
2025-12-24T22:00:32,28712,100972,4
2025-12-24T22:00:32,14521,107537,3
2025-12-24T22:00:32,36450,109549,4
2025-12-24T22:00:32,36874,116194,5
2025-12-24T22:00:32,50560,103357,4
2025-12-24T22:00:32,66619,102663,3
2025-12-24T22:00:32,39085,118245,1
2025-12-24T22:00:32,4203,101977,1
2025-12-24T22:00:32,25277,114255,4
2025-12-24T22:00:32,35695,110074,2
2025-12-24T22:00:32,57591,103539,5
2025-12-24T22:00:32,57471,115250,4
2025-12-24T22:00:32,17778,104902,2
2025-12-24T22:00:33,55894,115664,2
2025-12-24T22:00:33,32575,110512,4
2025-12-24T22:00:33,27628,111794,1
2025-12-24T22:00:33,50260,114911,2
2025-12-24T22:00:33,51053,106929,1
2025-12-24T22:00:33,66581,117695,5
2025-12-24T22:00:33,4334,118243,5
2025-12-24T22:00:33,40760,113050,2
2025-12-24T22:00:33,39591,104005,3
2025-12-24T22:00:33,46423,107156,2
2025-12-24T22:00:33,11628,104436,3
2025-12-24T22:00:33,57627,102984,3
2025-12-24T22:00:33,13173,108744,3
2025-12-24T22:00:33,1145,116014,1
2025-12-24T22:00:33,37054,107525,3
2025-12-24T22:00:33,59630,116259,5
2025-12-24T22:00:33,57672,117992,4
2025-12-24T22:00:34,28348,102319,5
2025-12-24T22:00:34,4856,113523,2
2025-12-24T22:00:34,43852,106854,4
2025-12-24T22:00:34,47642,103191,5
2025-12-24T22:00:34,11240,100548,1
2025-12-24T22:00:34,52608,108604,2
2025-12-24T22:00:35,5613,101590,1
2025-12-24T22:00:35,27196,117032,1
2025-12-24T22:00:35,9676,107308,1
2025-12-24T22:00:35,38616,102732,4
2025-12-24T22:00:35,26437,100895,2
2025-12-24T22:00:35,15529,112775,1
2025-12-24T22:00:35,53408,115431,1
2025-12-24T22:00:35,32877,102877,4
2025-12-24T22:00:35,41789,114969,1
2025-12-24T22:00:35,7858,108675,2
2025-12-24T22:00:35,19812,105894,1
2025-12-24T22:00:35,14438,117477,2
2025-12-24T22:00:36,8531,117354,4
2025-12-24T22:00:36,46084,118162,2
2025-12-24T22:00:36,21690,106781,2
2025-12-24T22:00:36,61863,111814,2
2025-12-24T22:00:36,9476,115689,3
2025-12-24T22:00:36,10741,108910,2
2025-12-24T22:00:36,25030,110210,5
2025-12-24T22:00:36,68494,108867,3
2025-12-24T22:00:37,51641,113741,4
2025-12-24T22:00:37,43020,106949,4
2025-12-24T22:00:37,12866,101784,5
2025-12-24T22:00:37,59462,102489,5
2025-12-24T22:00:37,43934,108233,1
2025-12-24T22:00:37,12978,100578,4
2025-12-24T22:00:37,23549,104870,1
2025-12-24T22:00:37,48864,111671,2
2025-12-24T22:00:37,51710,112412,4
2025-12-24T22:00:37,41392,105528,4
2025-12-24T22:00:37,64016,101994,4
2025-12-24T22:00:37,52688,110012,1
2025-12-24T22:00:37,9233,103220,5
2025-12-24T22:00:38,52418,106836,1
2025-12-24T22:00:38,28607,105834,2
2025-12-24T22:00:38,42388,111491,2
2025-12-24T22:00:38,35267,115918,3
2025-12-24T22:00:38,12426,110107,5
2025-12-24T22:00:38,39516,115411,3
2025-12-24T22:00:38,50863,117491,5
2025-12-24T22:00:38,58677,117367,5
2025-12-24T22:00:38,20389,114908,4
2025-12-24T22:00:38,16033,109494,3
2025-12-24T22:00:38,10768,106937,5
2025-12-24T22:00:38,24532,114923,1
2025-12-24T22:00:38,18481,113409,1
2025-12-24T22:00:38,12572,110999,2
2025-12-24T22:00:38,59089,118131,3
2025-12-24T22:00:39,7595,111735,2
2025-12-24T22:00:39,28738,112722,2
2025-12-24T22:00:39,30279,102768,4
2025-12-24T22:00:39,52148,103559,3
2025-12-24T22:00:39,54658,107491,2
2025-12-24T22:00:39,35670,115940,1
2025-12-24T22:00:39,19554,113919,5
2025-12-24T22:00:39,39347,108950,1
2025-12-24T22:00:39,2170,100934,4
2025-12-24T22:00:39,6756,102348,4
2025-12-24T22:00:39,12130,118181,5
2025-12-24T22:00:39,55819,109132,3
2025-12-24T22:00:40,3216,107546,4
2025-12-24T22:00:40,1595,112247,1
2025-12-24T22:00:40,65207,107390,5
2025-12-24T22:00:40,45429,113773,2
2025-12-24T22:00:40,35521,102392,5
2025-12-24T22:00:40,11480,101654,5
2025-12-24T22:00:40,24027,113103,3
2025-12-24T22:00:40,43142,107896,4
2025-12-24T22:00:40,63850,105009,4
2025-12-24T22:00:40,44158,100487,4
2025-12-24T22:00:40,16637,113981,1
2025-12-24T22:00:40,15368,112907,2
2025-12-24T22:00:40,69281,104892,5
2025-12-24T22:00:40,8512,102308,2
2025-12-24T22:00:40,48333,105790,4
2025-12-24T22:00:41,24041,109591,2
2025-12-24T22:00:41,26192,115973,3
2025-12-24T22:00:41,23603,117962,3
2025-12-24T22:00:41,12539,101004,4
2025-12-24T22:00:41,48796,109979,5
2025-12-24T22:00:41,31902,107195,4
2025-12-24T22:00:41,33019,116077,2
2025-12-24T22:00:41,48090,112146,2
2025-12-24T22:00:41,39935,106264,5
2025-12-24T22:00:41,15357,108822,5
2025-12-24T22:00:41,67596,113204,2
2025-12-24T22:00:41,14438,116950,5
2025-12-24T22:00:42,9954,101874,2
2025-12-24T22:00:42,57186,112423,4
2025-12-24T22:00:42,51692,116754,3
2025-12-24T22:00:42,42881,102601,4
2025-12-24T22:00:42,12014,111992,4
2025-12-24T22:00:42,38840,104019,3
2025-12-24T22:00:42,35534,111598,3
2025-12-24T22:00:42,14647,113809,2
2025-12-24T22:00:42,17189,109179,5
2025-12-24T22:00:42,38328,110727,4
2025-12-24T22:00:42,20884,109113,2
2025-12-24T22:00:42,10184,111847,1
2025-12-24T22:00:42,20702,110223,5
2025-12-24T22:00:43,41659,114533,2
2025-12-24T22:00:43,47127,100597,1
2025-12-24T22:00:43,7872,111161,4
2025-12-24T22:00:43,31353,102840,2
2025-12-24T22:00:43,28501,101391,5
2025-12-24T22:00:43,35926,109453,1
2025-12-24T22:00:43,11221,108712,4
2025-12-24T22:00:43,20880,117381,2
2025-12-24T22:00:44,26647,117770,2
2025-12-24T22:00:44,36674,117437,2
2025-12-24T22:00:44,6632,101638,2
2025-12-24T22:00:44,3155,104831,3
2025-12-24T22:00:44,64659,112997,2
2025-12-24T22:00:44,43104,109336,1
2025-12-24T22:00:44,14780,109856,4
2025-12-24T22:00:44,35237,100930,4
2025-12-24T22:00:44,1249,108149,4
